date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2022-04-25T00:00:00,4620.0,4610.0,4600.0,4720.0,4580.0,4710.0,90.0,92045500.0,429297459000.0,9245.0,2475.2,4710.0,5634800.0,4700.0,76700.0,99062216600.0,99062216600.0,47401270643.0,40021300.0,27729600.0,,8053014.0,37305339680.0,24.0
2022-04-26T00:00:00,4710.0,4680.0,4670.0,4760.0,4670.0,4760.0,50.0,85945800.0,406533777000.0,10665.0,2501.5,4760.0,482500.0,4750.0,81000.0,99062216600.0,99062216600.0,47401270643.0,40115200.0,57567700.0,,59894.0,283090750.0,28.0
2022-04-27T00:00:00,4760.0,4720.0,4750.0,4790.0,4720.0,4770.0,10.0,136485600.0,650003502000.0,10355.0,2506.8,4770.0,8210300.0,4760.0,66900.0,99062216600.0,99062216600.0,47401270643.0,58681900.0,115722800.0,,42726587.0,203089603998.0,29.0
2022-04-28T00:00:00,4770.0,4850.0,4820.0,4850.0,4620.0,4620.0,-150.0,198484800.0,928409761000.0,23449.0,2427.9,4630.0,2100.0,4620.0,948500.0,99062216600.0,99062216600.0,47401270643.0,149135200.0,89385200.0,,18924251.0,88750829690.0,29.0
2022-05-09T00:00:00,4620.0,4560.0,4560.0,4560.0,4300.0,4310.0,-310.0,343682000.0,1509964168000.0,49787.0,2265.0,4320.0,32300.0,4310.0,1545100.0,99062216600.0,99062216600.0,47401270643.0,259204900.0,198822600.0,,30454715.0,140412149096.0,56.0
2022-05-10T00:00:00,4310.0,4120.0,4140.0,4380.0,4120.0,4340.0,30.0,281386300.0,1195761800000.0,28988.0,2280.8,4340.0,3653800.0,4330.0,26800.0,99062216600.0,99062216600.0,47401270643.0,188564500.0,102832000.0,,16214778.0,72192823446.0,41.0
2022-05-11T00:00:00,4340.0,4400.0,4400.0,4480.0,4330.0,4330.0,-10.0,154455400.0,679987963000.0,20180.0,2275.5,4340.0,3000.0,4330.0,14240900.0,99062216600.0,99062216600.0,47401270643.0,88242900.0,63394400.0,,17020400.0,73344754021.0,35.0
2022-05-12T00:00:00,4330.0,4340.0,4330.0,4390.0,4250.0,4300.0,-30.0,233518500.0,1005491901000.0,21121.0,2259.8,4300.0,882100.0,4290.0,64100.0,99062216600.0,99062216600.0,47401270643.0,186263700.0,186849000.0,,45900051.0,197735335960.0,30.0
2022-05-13T00:00:00,4300.0,4250.0,4250.0,4350.0,4230.0,4260.0,-40.0,190889200.0,818880936000.0,15331.0,2238.7,4300.0,23100.0,4260.0,1397700.0,99062216600.0,99062216600.0,47401270643.0,163609200.0,103680900.0,,29873580.0,128179882970.0,17.0
2022-05-17T00:00:00,4260.0,4250.0,4250.0,4290.0,4180.0,4180.0,-80.0,170880700.0,721819031000.0,23362.0,2196.7,4200.0,200.0,4180.0,21999700.0,99062216600.0,99062216600.0,47401270643.0,146676800.0,99001200.0,,66208407.0,283875762306.0,14.0
2022-05-18T00:00:00,4180.0,4230.0,4220.0,4290.0,4190.0,4250.0,70.0,185359500.0,786481275000.0,17707.0,2233.5,4250.0,2168400.0,4240.0,100000.0,99062216600.0,99062216600.0,47401270643.0,127999700.0,142896000.0,,25313656.0,107143872608.0,25.0
2022-05-19T00:00:00,4250.0,4180.0,4170.0,4230.0,4150.0,4210.0,-40.0,112679300.0,471898424000.0,17840.0,2212.5,4210.0,3978400.0,4200.0,31100.0,99062216600.0,99062216600.0,47401270643.0,82637500.0,72007100.0,,43797490.0,184097970017.0,33.0
2022-05-20T00:00:00,4210.0,4220.0,4220.0,4230.0,4170.0,4170.0,-40.0,141701800.0,595103966000.0,14908.0,2191.4,4180.0,14700.0,4170.0,14314900.0,99062216600.0,99062216600.0,47401270643.0,120808400.0,82876800.0,,6309689.0,26554556340.0,21.0
2022-05-23T00:00:00,4170.0,4160.0,4160.0,4180.0,4070.0,4110.0,-60.0,196569900.0,810176210000.0,24963.0,2159.9,4120.0,27400.0,4110.0,25862800.0,99062216600.0,99062216600.0,47401270643.0,110751000.0,125131200.0,,16156435.0,67741840431.0,44.0
2022-05-24T00:00:00,4110.0,4120.0,4130.0,4200.0,4120.0,4150.0,40.0,151693700.0,629634862000.0,12657.0,2180.9,4160.0,524800.0,4150.0,1611700.0,99062216600.0,99062216600.0,47401270643.0,109347500.0,87711300.0,,39546776.0,164085884196.0,44.0
2022-05-25T00:00:00,4150.0,4200.0,4210.0,4210.0,4150.0,4200.0,50.0,166595400.0,697427375000.0,15565.0,2207.2,4200.0,1043700.0,4190.0,2077200.0,99062216600.0,99062216600.0,47401270643.0,90663400.0,82771900.0,,6189829.0,25678241670.0,34.0
2022-05-27T00:00:00,4200.0,4260.0,4260.0,4300.0,4210.0,4300.0,100.0,186513500.0,796520814000.0,16738.0,2259.8,4300.0,1658500.0,4290.0,6700.0,99062216600.0,99062216600.0,47401270643.0,139527100.0,124207800.0,,4627467.0,19721310176.0,26.0
2022-05-30T00:00:00,4300.0,4340.0,4330.0,4340.0,4200.0,4250.0,-50.0,107614100.0,456600586000.0,15718.0,2233.5,4250.0,61400.0,4240.0,112900.0,99062216600.0,99062216600.0,47401270643.0,61078800.0,62411400.0,,27742302.0,118468825850.0,16.0
2022-05-31T00:00:00,4250.0,4270.0,4260.0,4330.0,4230.0,4310.0,60.0,469620300.0,2020330147000.0,13984.0,2265.0,4310.0,11900.0,4300.0,319900.0,99062216600.0,99062216600.0,47401270643.0,404234100.0,374319300.0,,15292044.0,65287505377.0,18.0
2022-06-02T00:00:00,4310.0,4390.0,4370.0,4390.0,4270.0,4290.0,-20.0,164481100.0,710641316000.0,18558.0,2254.5,4300.0,919300.0,4290.0,500800.0,99062216600.0,99062216600.0,47401270643.0,108324000.0,131028100.0,,19003485.0,81760806200.0,18.0
2022-06-03T00:00:00,4290.0,4310.0,4310.0,4390.0,4300.0,4310.0,20.0,108852800.0,473237857000.0,13281.0,2265.0,4330.0,265600.0,4310.0,6398700.0,99062216600.0,99062216600.0,47401270643.0,58159500.0,60471300.0,,32735200.0,141532731500.0,37.0
2022-06-06T00:00:00,4310.0,4310.0,4320.0,4340.0,4270.0,4340.0,30.0,79319400.0,341002816000.0,9985.0,2280.8,4340.0,10079400.0,4320.0,5800.0,99062216600.0,99062216600.0,47401270643.0,38912100.0,32121800.0,,8988631.0,39149767290.0,11.0
2022-06-07T00:00:00,4340.0,4340.0,4340.0,4340.0,4250.0,4250.0,-90.0,142504000.0,609552616000.0,14995.0,2233.5,4260.0,1100.0,4250.0,34142500.0,99062216600.0,99062216600.0,47401270643.0,103395800.0,37325100.0,,73243617.0,313574121910.0,31.0
2022-06-08T00:00:00,4250.0,4150.0,4140.0,4170.0,4080.0,4100.0,-150.0,202555900.0,832671105000.0,34769.0,2154.7,4110.0,144200.0,4100.0,40833000.0,99062216600.0,99062216600.0,47401270643.0,110591800.0,76095900.0,,43925191.0,187962456207.0,13.0
2022-06-09T00:00:00,4100.0,4080.0,4090.0,4130.0,4050.0,4050.0,-50.0,148580200.0,604690493000.0,30440.0,2128.4,4060.0,80600.0,4050.0,10477700.0,99062216600.0,99062216600.0,47401270643.0,90313300.0,71816000.0,,10409064.0,42518696984.0,26.0
2022-06-10T00:00:00,4050.0,4040.0,4030.0,4080.0,4000.0,4020.0,-30.0,189186700.0,762572383000.0,20390.0,2112.6,4030.0,251800.0,4020.0,22800.0,99062216600.0,99062216600.0,47401270643.0,88795300.0,65760100.0,,19766435.0,80001209734.0,29.0
2022-06-13T00:00:00,4020.0,3950.0,3950.0,4100.0,3930.0,4080.0,60.0,156054900.0,627695497000.0,19709.0,2144.2,4090.0,563300.0,4080.0,1650200.0,99062216600.0,99062216600.0,47401270643.0,64370700.0,67372000.0,,2317310.0,9381497946.0,19.0
2022-06-14T00:00:00,4080.0,4050.0,4050.0,4120.0,4020.0,4110.0,30.0,117325600.0,479325155000.0,14705.0,2159.9,4120.0,2209400.0,4110.0,5897700.0,99062216600.0,99062216600.0,47401270643.0,77950300.0,49399000.0,,9999634.0,40777982287.0,16.0
2022-06-15T00:00:00,4110.0,4060.0,4070.0,4080.0,4030.0,4060.0,-50.0,94848800.0,384737399000.0,11561.0,2133.6,4070.0,150100.0,4060.0,1200.0,99062216600.0,99062216600.0,47401270643.0,74737200.0,30506400.0,,6637503.0,27085337372.0,13.0
2022-06-16T00:00:00,4060.0,4120.0,4110.0,4120.0,4030.0,4040.0,-20.0,96042200.0,390269144000.0,12533.0,2123.1,4040.0,222700.0,4030.0,406200.0,99062216600.0,99062216600.0,47401270643.0,57693000.0,52261600.0,,2196870.0,8923725000.0,5.0
2022-06-17T00:00:00,4040.0,4010.0,4020.0,4120.0,3980.0,4120.0,80.0,169375800.0,688930750000.0,15183.0,2165.2,4120.0,2699700.0,4080.0,4000.0,99062216600.0,99062216600.0,47401270643.0,130324400.0,109822300.0,,132.0,537180.0,3.0
2022-06-20T00:00:00,4120.0,4050.0,4050.0,4060.0,4000.0,4040.0,-80.0,82101200.0,330387624000.0,10956.0,2123.1,4040.0,1950700.0,4030.0,62300.0,99062216600.0,99062216600.0,47401270643.0,67243800.0,22478200.0,,8744935.0,35175040200.0,36.0
2022-06-21T00:00:00,4040.0,4060.0,4050.0,4120.0,4030.0,4110.0,70.0,77489000.0,316857669000.0,12016.0,2159.9,4110.0,619900.0,4100.0,26400.0,99062216600.0,99062216600.0,47401270643.0,30999900.0,44604200.0,,3604457.0,14754026730.0,25.0
2022-06-22T00:00:00,4110.0,4090.0,4080.0,4090.0,4040.0,4050.0,-60.0,60907800.0,247196943000.0,9715.0,2128.4,4050.0,226100.0,4040.0,1414400.0,99062216600.0,99062216600.0,47401270643.0,41460900.0,39149900.0,,219334.0,891377498.0,21.0
2022-06-23T00:00:00,4050.0,4030.0,4040.0,4160.0,4030.0,4160.0,110.0,101065400.0,416191691000.0,14447.0,2186.2,4160.0,1209300.0,4150.0,9100.0,99062216600.0,99062216600.0,47401270643.0,64085100.0,50608200.0,,454.0,1845424.0,18.0
2022-06-24T00:00:00,4160.0,4230.0,4220.0,4230.0,4100.0,4150.0,-10.0,81050700.0,337487451000.0,13847.0,2180.9,4150.0,1736100.0,4140.0,2800.0,99062216600.0,99062216600.0,47401270643.0,41808000.0,48496500.0,,1963157.0,8117718150.0,22.0
2022-06-27T00:00:00,4150.0,4110.0,4110.0,4120.0,4040.0,4070.0,-80.0,71601400.0,291460368000.0,12829.0,2138.9,4070.0,2694300.0,4060.0,278200.0,99062216600.0,99062216600.0,47401270643.0,61511800.0,30094600.0,,1714356.0,7017292070.0,8.0
2022-06-28T00:00:00,4070.0,4010.0,4010.0,4050.0,4000.0,4030.0,-40.0,112506000.0,452106688000.0,12951.0,2117.9,4030.0,1297700.0,4020.0,482500.0,99062216600.0,99062216600.0,47401270643.0,95941200.0,63479600.0,,13906292.0,56151496480.0,18.0
2022-06-29T00:00:00,4030.0,4000.0,4000.0,4080.0,4000.0,4040.0,10.0,56878700.0,230023564000.0,7565.0,2123.1,4050.0,73200.0,4040.0,87500.0,99062216600.0,99062216600.0,47401270643.0,35255200.0,33602800.0,,327.0,1319620.0,13.0
2022-06-30T00:00:00,4040.0,4110.0,4090.0,4110.0,4000.0,4000.0,-40.0,116718900.0,471982428000.0,11037.0,2102.1,4010.0,1800.0,4000.0,1770500.0,99062216600.0,99062216600.0,47401270643.0,85017000.0,79527100.0,,7464972.0,30179009712.0,27.0
2022-07-01T00:00:00,4000.0,4010.0,4010.0,4040.0,4000.0,4020.0,20.0,39572500.0,159055543000.0,8597.0,2112.6,4020.0,253000.0,4010.0,99700.0,99062216600.0,99062216600.0,47401270643.0,28670900.0,23808500.0,,650596.0,2615402003.0,17.0
2022-07-04T00:00:00,4020.0,4020.0,4020.0,4040.0,3840.0,3990.0,-30.0,115885200.0,456865572000.0,18376.0,2096.9,3990.0,481500.0,3980.0,10900.0,99062216600.0,99062216600.0,47401270643.0,73480400.0,55131200.0,,13093209.0,52231568698.0,18.0
2022-07-05T00:00:00,3990.0,4010.0,4010.0,4070.0,3950.0,3990.0,0.0,72329600.0,290831094000.0,13019.0,2096.9,4000.0,1000.0,3990.0,208200.0,99062216600.0,99062216600.0,47401270643.0,42209200.0,34563500.0,,583209.0,2347519730.0,11.0
2022-07-06T00:00:00,3990.0,4050.0,4040.0,4050.0,3970.0,4020.0,30.0,62679000.0,251474648000.0,8917.0,2112.6,4020.0,456500.0,4010.0,39100.0,99062216600.0,99062216600.0,47401270643.0,45725000.0,42997500.0,,202.0,807530.0,9.0
2022-07-07T00:00:00,4020.0,4040.0,4040.0,4050.0,4010.0,4040.0,20.0,42393800.0,170962971000.0,6469.0,2123.1,4040.0,838100.0,4030.0,18600.0,99062216600.0,99062216600.0,47401270643.0,30297400.0,29243200.0,,164608.0,661282945.0,15.0
2022-07-08T00:00:00,4040.0,4050.0,4060.0,4060.0,4000.0,4010.0,-30.0,64049000.0,257352885000.0,8766.0,2107.4,4010.0,559600.0,4000.0,2209800.0,99062216600.0,99062216600.0,47401270643.0,44121700.0,52633900.0,,7762142.0,31199253040.0,16.0
2022-07-11T00:00:00,4010.0,4100.0,4060.0,4100.0,4000.0,4040.0,30.0,42258000.0,170513730000.0,6639.0,2123.1,4040.0,956800.0,4030.0,6000.0,99062216600.0,99062216600.0,47401270643.0,23985300.0,32033300.0,,2064387.0,8291785885.0,13.0
2022-07-12T00:00:00,4040.0,4060.0,4060.0,4060.0,4010.0,4010.0,-30.0,43399800.0,174515516000.0,6232.0,2107.4,4030.0,820700.0,4010.0,6801000.0,99062216600.0,99062216600.0,47401270643.0,33568600.0,38430800.0,,5521324.0,22165186080.0,8.0
2022-07-13T00:00:00,4010.0,4010.0,4010.0,4030.0,3930.0,3940.0,-70.0,96218200.0,382021728000.0,13656.0,2070.6,3950.0,54400.0,3940.0,412100.0,99062216600.0,99062216600.0,47401270643.0,72969200.0,62874900.0,,42290.0,169082980.0,18.0
2022-07-14T00:00:00,3940.0,3940.0,3930.0,4020.0,3900.0,4020.0,80.0,68708500.0,273863231000.0,9668.0,2112.6,4020.0,602200.0,4000.0,12200.0,99062216600.0,99062216600.0,47401270643.0,47822700.0,58656500.0,,19368552.0,77301488830.0,9.0
2022-07-15T00:00:00,4020.0,4040.0,4040.0,4210.0,4010.0,4150.0,130.0,146093800.0,604575541000.0,20103.0,2180.9,4150.0,1771400.0,4140.0,19900.0,99062216600.0,99062216600.0,47401270643.0,49113600.0,124781700.0,,16457802.0,67736380505.0,12.0
2022-07-18T00:00:00,4150.0,4110.0,4120.0,4190.0,4070.0,4190.0,40.0,84009400.0,347083598000.0,10354.0,2202.0,4190.0,4955600.0,4160.0,100.0,99062216600.0,99062216600.0,47401270643.0,50669900.0,55305800.0,,46259848.0,191582108340.0,11.0
2022-07-19T00:00:00,4190.0,4190.0,4180.0,4190.0,4130.0,4160.0,-30.0,91367900.0,380622487000.0,7929.0,2186.2,4170.0,225500.0,4160.0,360500.0,99062216600.0,99062216600.0,47401270643.0,64927900.0,70766900.0,,15714579.0,65448180570.0,17.0
2022-07-20T00:00:00,4160.0,4140.0,4150.0,4220.0,4140.0,4210.0,50.0,82344000.0,345642368000.0,10151.0,2212.5,4210.0,56600.0,4200.0,36000.0,99062216600.0,99062216600.0,47401270643.0,36898600.0,39929100.0,,4710584.0,19831551760.0,9.0
2022-07-21T00:00:00,4210.0,4210.0,4210.0,4260.0,4180.0,4260.0,50.0,107234600.0,452934688000.0,8168.0,2238.7,4260.0,8779200.0,4240.0,10000.0,99062216600.0,99062216600.0,47401270643.0,43998500.0,90019600.0,,36618435.0,153606511180.0,11.0
2022-07-22T00:00:00,4260.0,4240.0,4240.0,4240.0,4190.0,4230.0,-30.0,59792300.0,252450009000.0,7592.0,2223.0,4240.0,808400.0,4230.0,250800.0,99062216600.0,99062216600.0,47401270643.0,47191200.0,34770300.0,,30225134.0,127369949920.0,14.0
2022-07-25T00:00:00,4230.0,4240.0,4230.0,4260.0,4220.0,4240.0,10.0,37218000.0,157808768000.0,6084.0,2228.2,4240.0,500700.0,4230.0,12500.0,99062216600.0,99062216600.0,47401270643.0,23388700.0,32641500.0,,81667356.0,345799715920.0,13.0
2022-07-26T00:00:00,4240.0,4240.0,4240.0,4250.0,4190.0,4250.0,10.0,49786900.0,210451309000.0,6961.0,2233.5,4250.0,436400.0,4240.0,1200.0,99062216600.0,99062216600.0,47401270643.0,33951100.0,36407400.0,,12712556.0,53921044320.0,11.0
2022-07-27T00:00:00,4250.0,4230.0,4240.0,4300.0,4210.0,4300.0,50.0,60672300.0,258126292000.0,7035.0,2259.8,4300.0,7317000.0,4260.0,13800.0,99062216600.0,99062216600.0,47401270643.0,46109700.0,48974300.0,,7439706.0,31447397800.0,8.0
2022-07-28T00:00:00,4300.0,4310.0,4310.0,4320.0,4190.0,4240.0,-60.0,110767300.0,470752298000.0,11404.0,2228.2,4250.0,515100.0,4240.0,114100.0,99062216600.0,99062216600.0,47401270643.0,58894300.0,58020500.0,,44908027.0,191026335350.0,13.0
2022-07-29T00:00:00,4240.0,4280.0,4260.0,4300.0,4210.0,4230.0,-10.0,108823600.0,461213044000.0,10031.0,2223.0,4240.0,323300.0,4230.0,2971200.0,99062216600.0,99062216600.0,47401270643.0,56038800.0,91138700.0,,94258524.0,399989673390.0,24.0
